time,x,y,z
18.49,8.02557428,3.01853137,0.105733581
18.5,7.993900894,3.104752771,0.10563026
18.51,7.961367221,3.190825432,0.105495419
18.52,7.927975108,3.276740451,0.105328878
18.53,7.893726495,3.36248893,0.105130498
18.54,7.858623411,3.448061971,0.104900181
18.55,7.822667973,3.533450682,0.104637871
18.56,7.785862391,3.618646171,0.104343557
18.57,7.748208959,3.703639553,0.104017269
18.58,7.709710064,3.788421949,0.103659087
18.59,7.670368177,3.872984486,0.103269131
18.6,7.630185859,3.957318297,0.102847569
18.61,7.589165756,4.041414525,0.102394617
18.62,7.547310602,4.125264322,0.101910535
18.63,7.504623213,4.20885885,0.10139563
18.64,7.461106494,4.292189282,0.100850254
18.65,7.416763432,4.375246801,0.100274809
18.66,7.371597099,4.458022605,0.099669739
18.67,7.325610651,4.540507906,0.099035536
18.68,7.278807324,4.622693928,0.098372734
18.69,7.231190438,4.704571911,0.097681913
18.7,7.182763394,4.786133112,0.096963696
18.71,7.133529676,4.867368805,0.096218748
18.72,7.083492844,4.948270281,0.095447774
18.73,7.032656542,5.02882885,0.094651521
18.74,6.98102449,5.10903584,0.09383077
18.75,6.928600489,5.188882603,0.092986344
18.76,6.875388417,5.268360508,0.092119097
18.77,6.821392229,5.347460948,0.091229918
18.78,6.766615957,5.426175338,0.090319726
18.79,6.71106371,5.504495119,0.089389472
18.8,6.654739672,5.582411752,0.08844013
18.81,6.597648104,5.659916726,0.087472704
18.82,6.539793341,5.737001557,0.086488217
18.83,6.481179791,5.813657784,0.085487713
18.84,6.421811938,5.889876978,0.084472256
18.85,6.361694337,5.965650735,0.083442923
18.86,6.30083162,6.040970681,0.082400804
18.87,6.239228487,6.115828474,0.081347002
18.88,6.176889714,6.190215799,0.080282625
18.89,6.113820146,6.264124376,0.079208788
18.9,6.050024702,6.337545955,0.078126606
18.91,5.98550837,6.410472321,0.077037196
18.92,5.92027621,6.48289529,0.075941673
18.93,5.854333352,6.554806716,0.074841144
18.94,5.787684998,6.626198486,0.073736709
18.95,5.720336417,6.697062524,0.07262946
18.96,5.65229295,6.767390791,0.071520473
18.97,5.583560006,6.837175285,0.07041081
18.98,5.514143066,6.906408044,0.069301516
18.99,5.444047676,6.975081144,0.068193614
19,5.373279454,7.043186701,0.067088109
19.01,5.301844087,7.110716873,0.065985978
19.02,5.229747327,7.177663857,0.064888174
19.03,5.156994998,7.244019895,0.063795622
19.04,5.083592992,7.309777272,0.062709217
19.05,5.009547266,7.374928314,0.061629824
19.06,4.934863849,7.439465395,0.060558274
19.07,4.859548836,7.503380933,0.059495366
19.08,4.783608389,7.566667392,0.058441862
19.09,4.707048739,7.629317282,0.05739849
19.1,4.629876184,7.691323163,0.056365938
19.11,4.55209709,7.752677642,0.055344859
19.12,4.47371789,7.813373376,0.054335868
19.13,4.394745083,7.873403071,0.053339538
19.14,4.315185238,7.932759484,0.052356406
19.15,4.235044988,7.991435425,0.051386968
19.16,4.154331035,8.049423755,0.05043168
19.17,4.073050146,8.106717388,0.049490962
19.18,3.991209157,8.163309293,0.048565191
19.19,3.908814968,8.219192492,0.047654708
19.2,3.825874547,8.274360064,0.046759813
19.21,3.742394926,8.328805144,0.04588077
19.22,3.658383206,8.382520923,0.045017808
19.23,3.573846551,8.435500651,0.044171114
19.24,3.488792192,8.487737636,0.043340846
19.25,3.403227424,8.539225245,0.042527124
19.26,3.317159609,8.589956905,0.041730035
19.27,3.230596171,8.639926104,0.040949634
19.28,3.143544601,8.689126393,0.040185946
19.29,3.056012453,8.737551383,0.039438965
19.3,2.968007344,8.78519475,0.038708657
19.31,2.879536956,8.832050233,0.03799496
19.32,2.790609032,8.878111635,0.037297789
19.33,2.70123138,8.923372827,0.036617033
19.34,2.611411868,8.967827744,0.035952556
19.35,2.521158428,9.011470388,0.035304205
19.36,2.430479051,9.054294829,0.034671804
19.37,2.33938179,9.096295205,0.034055159
19.38,2.247874758,9.137465726,0.03345406
19.39,2.155966128,9.177800668,0.03286828
19.4,2.063664133,9.217294379,0.032297579
19.41,1.970977062,9.25594128,0.031741705
19.42,1.877913266,9.293735862,0.031200392
19.43,1.784481149,9.330672689,0.030673366
19.44,1.690689175,9.3667464,0.030160344
19.45,1.596545863,9.401951708,0.029661035
19.46,1.502059787,9.436283399,0.029175142
19.47,1.407239578,9.469736338,0.028702362
19.48,1.312093917,9.502305462,0.028242389
19.49,1.216631542,9.53398579,0.027794914
19.5,1.120861241,9.564772414,0.027359626
19.51,1.024791856,9.594660508,0.026936212
19.52,0.928432279,9.623645324,0.02652436
19.53,0.831791452,9.651722192,0.026123758
19.54,0.734878366,9.678886526,0.025734095
19.55,0.637702061,9.705133817,0.025355065
19.56,0.540271625,9.730459641,0.024986361
19.57,0.442596193,9.754859654,0.024627681
19.58,0.344684946,9.778329597,0.024278729
19.59,0.24654711,9.800865293,0.023939209
19.6,0.148191954,9.82246265,0.023608835
19.61,0.049628792,9.843117661,0.023287322
19.62,-0.04913302,9.862826404,0.022974393
19.63,-0.148084085,9.881585042,0.022669778
19.64,-0.247214964,9.899389827,0.02237321
19.65,-0.34651618,9.916237096,0.022084431
19.66,-0.445978216,9.932123275,0.021803189
19.67,-0.545591518,9.947044878,0.021529238
19.68,-0.645346495,9.960998507,0.02126234
19.69,-0.74523352,9.973980854,0.021002263
19.7,-0.845242931,9.985988702,0.020748782
19.71,-0.945365032,9.997018923,0.02050168
19.72,-1.045590095,10.00706848,0.020260746
19.73,-1.145908358,10.01613443,0.020025775
19.74,-1.24631003,10.02421391,0.019796572
19.75,-1.346785289,10.03130418,0.019572945
19.76,-1.447324284,10.03740255,0.019354712
19.77,-1.547917137,10.04250646,0.019141694
19.78,-1.648553941,10.04661342,0.018933722
19.79,-1.749224765,10.04972106,0.018730631
19.8,-1.849919651,10.05182706,0.018532263
19.81,-1.95062862,10.05292925,0.018338465
19.82,-2.051341668,10.05302553,0.018149091
19.83,-2.152048767,10.05211387,0.017964001
19.84,-2.252739873,10.05019239,0.017783059
19.85,-2.353404917,10.04725926,0.017606135
19.86,-2.454033816,10.04331277,0.017433104
19.87,-2.554616464,10.03835131,0.017263847
19.88,-2.655142743,10.03237336,0.017098247
19.89,-2.755602515,10.02537749,0.016936195
19.9,-2.85598563,10.01736239,0.016777585
19.91,-2.956281924,10.00832684,0.016622314
19.92,-3.056481219,9.998269702,0.016470286
19.93,-3.156573325,9.987189966,0.016321404
19.94,-3.256548045,9.975086704,0.016175581
19.95,-3.356395167,9.961959094,0.016032729
19.96,-3.456104474,9.947806414,0.015892765
19.97,-3.55566574,9.93262804,0.015755609
19.98,-3.655068735,9.916423454,0.015621185
19.99,-3.75430322,9.899192237,0.015489418
20,-3.853358954,9.88093407,0.015360239
20.01,-3.952225691,9.861648739,0.015233578
20.02,-4.050893184,9.84133613,0.015109371
20.03,-4.149351184,9.819996233,0.014987554
20.04,-4.247589443,9.797629139,0.014868068
20.05,-4.345597713,9.774235043,0.014750853
20.06,-4.443365746,9.749814242,0.014635854
20.07,-4.540883301,9.724367136,0.014523016
20.08,-4.638140137,9.697894229,0.014412287
20.09,-4.735126021,9.67039613,0.014303618
20.1,-4.831830724,9.641873548,0.014196959
20.11,-4.928244025,9.612327298,0.014092265
20.12,-5.024355712,9.5817583,0.013989489
20.13,-5.120155581,9.550167575,0.013888589
20.14,-5.215633439,9.517556252,0.013789523
20.15,-5.310779105,9.483925559,0.01369225
20.16,-5.405582408,9.449276834,0.01359673
20.17,-5.500033193,9.413611516,0.013502926
20.18,-5.594121319,9.376931149,0.013410802
20.19,-5.68783666,9.339237381,0.013320321
20.2,-5.781169106,9.300531967,0.01323145
20.21,-5.874108567,9.260816764,0.013144156
20.22,-5.96664497,9.220093734,0.013058405
20.23,-6.058768262,9.178364946,0.012974167
20.24,-6.150468412,9.13563257,0.012891412
20.25,-6.241735409,9.091898884,0.012810111
20.26,-6.332559267,9.047166269,0.012730234
20.27,-6.422930022,9.00143721,0.012651756
20.28,-6.512837738,8.954714298,0.012574648
20.29,-6.602272502,8.907000228,0.012498885
20.3,-6.69122443,8.858297799,0.012424442
20.31,-6.779683666,8.808609916,0.012351294
20.32,-6.867640384,8.757939586,0.012279418
20.33,-6.955084786,8.706289921,0.01220879
20.34,-7.042007108,8.653664139,0.012139389
20.35,-7.128397618,8.60006556,0.012071192
20.36,-7.214246616,8.545497608,0.012004179
20.37,-7.299544438,8.489963812,0.011938328
20.38,-7.384281455,8.433467802,0.01187362
20.39,-7.468448075,8.376013316,0.011810035
20.4,-7.552034744,8.317604191,0.011747554
20.41,-7.635031945,8.258244369,0.011686159
20.42,-7.717430202,8.197937895,0.011625832
20.43,-7.799220081,8.136688916,0.011566556
20.44,-7.880392187,8.074501683,0.011508313
20.45,-7.960937171,8.011380547,0.011451088
20.46,-8.040845725,7.947329963,0.011394863
20.47,-8.120108588,7.882354488,0.011339623
20.48,-8.198716543,7.816458779,0.011285354
20.49,-8.276660422,7.749647595,0.011232039
20.5,-8.353931104,7.681925798,0.011179666
20.51,-8.430519516,7.613298347,0.011128219
20.52,-8.506416636,7.543770305,0.011077684
20.53,-8.581613494,7.473346833,0.011028049
20.54,-8.656101169,7.402033193,0.010979301
20.55,-8.729870797,7.329834746,0.010931426
20.56,-8.802913564,7.256756952,0.010884413
20.57,-8.875220715,7.182805372,0.010838249
20.58,-8.946783546,7.107985662,0.010792922
20.59,-9.017593414,7.032303579,0.010748422
20.6,-9.087641734,6.955764976,0.010704736
20.61,-9.156919976,6.878375804,0.010661855
20.62,-9.225419674,6.800142111,0.010619767
20.63,-9.293132422,6.721070043,0.010578462
20.64,-9.360049873,6.641165839,0.01053793
20.65,-9.426163747,6.560435837,0.010498162
20.66,-9.491465824,6.478886467,0.010459147
20.67,-9.555947952,6.396524258,0.010420877
20.68,-9.619602042,6.313355828,0.010383342
20.69,-9.682420073,6.229387894,0.010346533
20.7,-9.744394091,6.144627263,0.010310443
20.71,-9.80551621,6.059080837,0.010275062
20.72,-9.865778615,5.972755609,0.010240382
20.73,-9.92517356,5.885658664,0.010206396
20.74,-9.98369337,5.79779718,0.010173095
20.75,-10.04133044,5.709178423,0.010140473
20.76,-10.09807725,5.619809752,0.010108522
20.77,-10.15392634,5.529698615,0.010077234
20.78,-10.20887032,5.438852547,0.010046603
20.79,-10.2629019,5.347279175,0.010016622
20.8,-10.31601384,5.254986212,0.009987284
20.81,-10.368199,5.161981458,0.009958584
20.82,-10.4194503,5.068272801,0.009930514
20.83,-10.46976074,4.973868215,0.009903069
20.84,-10.51912343,4.87877576,0.009876243
20.85,-10.56753152,4.783003579,0.00985003
20.86,-10.61497827,4.6865599,0.009824425
20.87,-10.661457,4.589453037,0.009799422
20.88,-10.70696113,4.491691385,0.009775017
20.89,-10.75148417,4.39328342,0.009751203
20.9,-10.7950197,4.294237701,0.009727976
20.91,-10.83756139,4.19456287,0.009705332
20.92,-10.879103,4.094267645,0.009683266
20.93,-10.91963837,3.993360827,0.009661773
20.94,-10.95916145,3.891851293,0.009640849
20.95,-10.99766624,3.789748002,0.009620489
20.96,-11.03514687,3.687059985,0.009600691
20.97,-11.07159754,3.583796354,0.009581449
20.98,-11.10701254,3.479966294,0.009562761
20.99,-11.14138626,3.375579067,0.009544622
21,-11.17471319,3.270644009,0.009527029
21.01,-11.20698789,3.165170528,0.009509979
21.02,-11.23820504,3.059168106,0.009493468
21.03,-11.26835939,2.952646296,0.009477493
21.04,-11.29744582,2.845614723,0.009462052
21.05,-11.32545926,2.738083082,0.009447142
21.06,-11.35239479,2.630061137,0.009432759
21.07,-11.37824754,2.52155872,0.009418901
21.08,-11.40301277,2.412585732,0.009405566
21.09,-11.42668583,2.303152141,0.009392751
21.1,-11.44926217,2.193267979,0.009380455
21.11,-11.47073733,2.082943346,0.009368674
21.12,-11.49110698,1.972188404,0.009357407
21.13,-11.51036685,1.86101338,0.009346653
21.14,-11.52851281,1.749428561,0.009336408
21.15,-11.54554082,1.637444298,0.009326672
21.16,-11.56144694,1.525071002,0.009317444
21.17,-11.57622733,1.412319143,0.009308721
21.18,-11.58987827,1.299199251,0.009300502
21.19,-11.60239614,1.185721913,0.009292786
21.2,-11.61377741,1.071897774,0.009285573
21.21,-11.62401868,0.957737532,0.00927886
21.22,-11.63311666,0.843251944,0.009272647
21.23,-11.64106813,0.728451819,0.009266934
21.24,-11.64787002,0.613348018,0.00926172
21.25,-11.65351935,0.497951457,0.009257004
21.26,-11.65801325,0.382273101,0.009252786
21.27,-11.66134897,0.266323965,0.009249065
21.28,-11.66352385,0.150115114,0.009245841
21.29,-11.66453536,0.03365766,0.009243115
21.3,-11.66438107,-0.083037235,0.009240885
21.31,-11.66305868,-0.199958367,0.009239154
21.32,-11.66056597,-0.317094484,0.009237919
21.33,-11.65690087,-0.434434292,0.009237183
21.34,-11.65206139,-0.551966453,0.009236944
21.35,-11.64604568,-0.669679586,0.009237205
21.36,-11.63885198,-0.787562271,0.009237965
21.37,-11.63047867,-0.905603048,0.009239226
21.38,-11.62092422,-1.023790417,0.009240988
21.39,-11.61018723,-1.142112842,0.009243252
21.4,-11.59826642,-1.260558749,0.00924602
21.41,-11.5851606,-1.37911653,0.009249293
21.42,-11.57086874,-1.497774541,0.009253071
21.43,-11.55538988,-1.616521105,0.009257357
21.44,-11.53872321,-1.735344515,0.009262153
21.45,-11.52086802,-1.854233029,0.009267459
21.46,-11.50182372,-1.973174879,0.009273278
21.47,-11.48158985,-2.092158265,0.009279612
21.48,-11.46016605,-2.211171362,0.009286463
21.49,-11.43755209,-2.330202317,0.009293832
21.5,-11.41374786,-2.44923925,0.009301723
21.51,-11.38875337,-2.568270259,0.009310138
21.52,-11.36256872,-2.687283419,0.009319079
21.53,-11.33519418,-2.806266781,0.009328549
21.54,-11.3066301,-2.925208377,0.009338552
21.55,-11.27687696,-3.044096217,0.009349089
21.56,-11.24593538,-3.162918296,0.009360165
21.57,-11.21380606,-3.281662587,0.009371781
21.58,-11.18048986,-3.400317051,0.009383943
21.59,-11.14598774,-3.518869632,0.009396652
21.6,-11.11030078,-3.637308259,0.009409914
21.61,-11.0734302,-3.755620851,0.009423731
21.62,-11.0353773,-3.873795313,0.009438108
21.63,-10.99614356,-3.991819542,0.009453049
21.64,-10.95573052,-4.109681423,0.009468558
21.65,-10.91413988,-4.227368836,0.00948464
21.66,-10.87137346,-4.344869652,0.009501298
21.67,-10.82743318,-4.462171739,0.009518538
21.68,-10.7823211,-4.579262956,0.009536365
21.69,-10.73603939,-4.696131165,0.009554784
21.7,-10.68859036,-4.812764221,0.0095738
21.71,-10.63997641,-4.929149981,0.009593418
21.72,-10.59020009,-5.045276302,0.009613643
21.73,-10.53926406,-5.161131041,0.009634483
21.74,-10.48717111,-5.276702061,0.009655942
21.75,-10.43392413,-5.391977228,0.009678026
21.76,-10.37952615,-5.506944411,0.009700743
21.77,-10.32398033,-5.621591489,0.009724098
21.78,-10.26728992,-5.735906347,0.009748098
21.79,-10.20945831,-5.849876879,0.00977275
21.8,-10.15048902,-5.96349099,0.009798061
21.81,-10.09038568,-6.076736597,0.009824038
21.82,-10.02915204,-6.189601629,0.009850689
21.83,-9.966791975,-6.302074028,0.009878022
21.84,-9.903309474,-6.414141753,0.009906044
21.85,-9.838708653,-6.525792779,0.009934763
21.86,-9.772993745,-6.637015098,0.009964189
21.87,-9.706169106,-6.747796722,0.009994329
21.88,-9.638239209,-6.858125681,0.010025193
21.89,-9.569208647,-6.96799003,0.01005679
21.9,-9.499082135,-7.077377843,0.010089128
21.91,-9.427864503,-7.186277221,0.010122218
21.92,-9.355560705,-7.294676288,0.01015607
21.93,-9.282175809,-7.402563195,0.010190693
21.94,-9.207715004,-7.509926121,0.010226099
21.95,-9.132183597,-7.616753274,0.010262297
21.96,-9.055587012,-7.723032891,0.010299299
21.97,-8.977930792,-7.828753241,0.010337117
21.98,-8.899220596,-7.933902626,0.010375762
21.99,-8.8194622,-8.038469381,0.010415245
22,-8.738661497,-8.142441877,0.01045558
22.01,-8.656824496,-8.24580852,0.010496778
22.02,-8.573957323,-8.348557755,0.010538853
22.03,-8.490066217,-8.450678065,0.010581818
22.04,-8.405157536,-8.552157973,0.010625687
22.05,-8.319237748,-8.652986043,0.010670474
22.06,-8.232313438,-8.753150881,0.010716193
22.07,-8.144391306,-8.852641139,0.010762859
22.08,-8.055478162,-8.951445511,0.010810488
22.09,-7.965580932,-9.049552739,0.010859094
22.1,-7.874706654,-9.146951612,0.010908695
22.11,-7.782862476,-9.243630966,0.010959305
22.12,-7.690055659,-9.339579689,0.011010944
22.13,-7.596293577,-9.434786719,0.011063627
22.14,-7.50158371,-9.529241047,0.011117373
22.15,-7.405933652,-9.622931715,0.011172201
22.16,-7.309351105,-9.715847822,0.011228128
22.17,-7.21184388,-9.807978522,0.011285175
22.18,-7.113419896,-9.899313027,0.011343361
22.19,-7.014087181,-9.989840605,0.011402708
22.2,-6.913853868,-10.07955059,0.011463235
22.21,-6.812728198,-10.16843236,0.011524966
22.22,-6.71071852,-10.25647537,0.011587921
22.23,-6.607833284,-10.34366915,0.011652124
22.24,-6.504081049,-10.43000325,0.011717598
22.25,-6.399470475,-10.51546734,0.011784368
22.26,-6.294010328,-10.60005111,0.011852459
22.27,-6.187709475,-10.68374435,0.011921895
22.28,-6.080576886,-10.76653691,0.011992704
22.29,-5.972621632,-10.84841869,0.012064912
22.3,-5.863852885,-10.92937969,0.012138548
22.31,-5.754279916,-11.00940996,0.012213639
22.32,-5.643912098,-11.08849965,0.012290216
22.33,-5.532758901,-11.16663895,0.012368308
22.34,-5.420829891,-11.24381816,0.012447948
22.35,-5.308134734,-11.32002762,0.012529166
22.36,-5.194683192,-11.39525779,0.012611996
22.37,-5.08048512,-11.46949917,0.012696472
22.38,-4.965550471,-11.54274237,0.012782629
22.39,-4.849889289,-11.61497806,0.012870503
22.4,-4.733511714,-11.686197,0.012960131
22.41,-4.616427977,-11.75639004,0.013051551
22.42,-4.498648401,-11.82554811,0.013144803
22.43,-4.380183397,-11.89366222,0.013239927
22.44,-4.261043471,-11.96072347,0.013336965
22.45,-4.141239213,-12.02672306,0.013435961
22.46,-4.020781303,-12.09165226,0.013536958
22.47,-3.89968051,-12.15550243,0.013640002
22.48,-3.777947687,-12.21826505,0.01374514
22.49,-3.655593773,-12.27993165,0.013852422
22.5,-3.532629791,-12.34049388,0.013961897
22.51,-3.409066849,-12.39994348,0.014073616
22.52,-3.284916137,-12.45827228,0.014187634
22.53,-3.160188927,-12.51547222,0.014304004
22.54,-3.034896571,-12.57153531,0.014422785
22.55,-2.909050501,-12.62645368,0.014544034
22.56,-2.782662228,-12.68021956,0.014667812
22.57,-2.655743342,-12.73282526,0.014794181
22.58,-2.528305508,-12.78426322,0.014923207
22.59,-2.400360468,-12.83452595,0.015054954
22.6,-2.271920039,-12.88360609,0.015189493
22.61,-2.142996112,-12.93149637,0.015326894
22.62,-2.013600649,-12.97818963,0.01546723
22.63,-1.883745687,-13.02367881,0.015610577
22.64,-1.753443332,-13.06795696,0.015757014
22.65,-1.622705759,-13.11101724,0.015906621
22.66,-1.491545212,-13.15285292,0.016059483
22.67,-1.359974005,-13.19345737,0.016215685
22.68,-1.228004516,-13.23282407,0.016375318
22.69,-1.095649189,-13.27094664,0.016538474
22.7,-0.962920533,-13.30781877,0.016705248
22.71,-0.82983112,-13.34343428,0.016875741
22.72,-0.696393584,-13.37778712,0.017050055
22.73,-0.56262062,-13.41087134,0.017228295
22.74,-0.428524985,-13.4426811,0.017410573
22.75,-0.294119491,-13.47321068,0.017597002
22.76,-0.159417011,-13.50245448,0.017787701
22.77,-0.024430474,-13.53040703,0.01798279
22.78,0.110827136,-13.55706295,0.018182399
22.79,0.246342782,-13.58241701,0.018386657
22.8,0.382103371,-13.60646408,0.018595702
22.81,0.51809576,-13.62919915,0.018809675
22.82,0.654306754,-13.65061735,0.019028721
22.83,0.790723109,-13.67071392,0.019252995
22.84,0.927331533,-13.68948422,0.019482652
22.85,1.064118686,-13.70692374,0.019717857
22.86,1.201071181,-13.7230281,0.019958781
22.87,1.338175588,-13.73779303,0.0202056
22.88,1.475418431,-13.7512144,0.020458496
22.89,1.612786193,-13.76328821,0.020717662
22.9,1.750265316,-13.77401056,0.020983295
22.91,1.887842199,-13.78337771,0.0212556
22.92,2.025503205,-13.79138604,0.021534792
22.93,2.163234659,-13.79803205,0.021821093
22.94,2.301022848,-13.80331237,0.022114735
22.95,2.438854024,-13.80722379,0.022415958
22.96,2.576714405,-13.80976318,0.022725013
22.97,2.714590177,-13.81092758,0.023042162
22.98,2.852467493,-13.81071416,0.023367674
22.99,2.990332476,-13.80912021,0.023701834
23,3.12817122,-13.80614316,0.024044935
23.01,3.265969791,-13.80178057,0.024397285
23.02,3.403714228,-13.79603014,0.024759203
23.03,3.541390543,-13.7888897,0.025131023
23.04,3.678984727,-13.78035723,0.025513092
23.05,3.816482744,-13.77043083,0.025905773
23.06,3.953870539,-13.75910874,0.026309445
23.07,4.091134034,-13.74638934,0.026724501
23.08,4.228259134,-13.73227114,0.027151355
23.09,4.365231722,-13.71675281,0.027590436
23.1,4.502037668,-13.69983314,0.028042194
23.11,4.638662823,-13.68151106,0.028507098
23.12,4.775093024,-13.66178564,0.028985638
23.13,4.911314095,-13.6406561,0.029478327
23.14,5.047311848,-13.61812179,0.029985702
23.15,5.183072082,-13.59418221,0.030508322
23.16,5.318580587,-13.56883698,0.031046774
23.17,5.453823145,-13.54208589,0.031601671
23.18,5.588785528,-13.51392886,0.032173657
23.19,5.723453504,-13.48436594,0.032763403
23.2,5.857812832,-13.45339735,0.033371613
23.21,5.99184927,-13.42102342,0.033999025
23.22,6.12554857,-13.38724464,0.034646412
23.23,6.258896484,-13.35206166,0.035314585
23.24,6.391878762,-13.31547524,0.036004392
23.25,6.524481151,-13.27748631,0.036716725
23.26,6.656689404,-13.23809594,0.037452518
23.27,6.788489271,-13.19730534,0.038212752
23.28,6.919866508,-13.15511586,0.038998456
23.29,7.050806872,-13.111529,0.039810712
23.3,7.181296128,-13.06654641,0.040650654
23.31,7.311320045,-13.02016988,0.041519476
23.32,7.440864396,-12.97240136,0.042418431
23.33,7.569914965,-12.92324292,0.043348836
23.34,7.698457543,-12.8726968,0.044312077
23.35,7.826477928,-12.82076537,0.045309612
23.36,7.953961929,-12.76745117,0.046342972
23.37,8.080895366,-12.71275685,0.047413773
23.38,8.207264069,-12.65668525,0.048523713
23.39,8.33305388,-12.59923933,0.049674581
23.4,8.458250651,-12.54042219,0.050868261
23.41,8.582840249,-12.48023711,0.052106738
23.42,8.706808553,-12.4186875,0.053392106
23.43,8.830141457,-12.3557769,0.054726569
23.44,8.952824864,-12.29150904,0.056112455
23.45,9.074844697,-12.22588775,0.057552218
23.46,9.196186889,-12.15891705,0.059048447
23.47,9.316837388,-12.09060109,0.060603875
23.48,9.436782156,-12.02094417,0.062221389
23.49,9.556007171,-11.94995073,0.063904035
23.5,9.674498423,-11.87762538,0.065655033
23.51,9.792241915,-11.80397287,0.067477784
23.52,9.909223666,-11.7289981,0.069375883
23.53,10.0254297,-11.6527061,0.071353133
23.54,10.14084607,-11.57510208,0.073413551
23.55,10.25545883,-11.49619139,0.07556139
23.56,10.36925403,-11.41597953,0.07780115
23.57,10.48221776,-11.33447214,0.08013759
23.58,10.59433608,-11.25167502,0.082575753
23.59,10.7055951,-11.16759413,0.085120976
23.6,10.81598091,-11.08223556,0.087778911
23.61,10.9254796,-10.99560556,0.090555549
23.62,11.03407728,-10.90771055,0.093457235
23.63,11.14176004,-10.81855707,0.096490697
23.64,11.24851397,-10.72815183,0.099663066
23.65,11.35432517,-10.63650171,0.102981907
23.66,11.45917973,-10.5436137,0.106455239
23.67,11.5630637,-10.44949498,0.110091575
23.68,11.66596314,-10.35415287,0.113899942
23.69,11.7678641,-10.25759485,0.117889927
23.7,11.86875257,-10.15982854,0.122071703
23.71,11.96861456,-10.06086173,0.126456073
23.72,12.067436,-9.96070237,0.131054508
23.73,12.16520281,-9.859358548,0.135879194
23.74,12.26190087,-9.756838526,0.140943075
23.75,12.35751599,-9.653150716,0.146259904
23.76,12.45203393,-9.548303694,0.151844297
23.77,12.54544039,-9.442306191,0.157711788
23.78,12.63772101,-9.335167102,0.163878889
23.79,12.72886133,-9.226895485,0.170363155
23.8,12.81884679,-9.117500558,0.177183251
23.81,12.90766277,-9.006991707,0.184359025
23.82,12.99529451,-8.895378481,0.191911582
23.83,13.08172713,-8.782670598,0.199863374
23.84,13.16694563,-8.668877944,0.208238276
23.85,13.25093485,-8.554010578,0.217061689
23.86,13.33367947,-8.438078729,0.22636063
23.87,13.41516402,-8.321092801,0.236163843
23.88,13.49537279,-8.203063376,0.246501905
23.89,13.57428991,-8.084001216,0.257407345
23.9,13.65189926,-7.963917261,0.268914768
23.91,13.72818446,-7.842822639,0.28106099
23.92,13.8031289,-7.720728665,0.293885172
23.93,13.87671564,-7.597646843,0.30742897
23.94,13.94892746,-7.473588872,0.321736692
23.95,14.01974677,-7.348566648,0.33685546
23.96,14.08915564,-7.22259227,0.352835384
23.97,14.15713573,-7.095678041,0.369729742
23.98,14.22366828,-6.967836474,0.387595177
23.99,14.28873407,-6.8390803,0.406491893
24,14.35231339,-6.709422468,0.426483865
24.01,14.414386,-6.578876152,0.447639065
24.02,14.4749311,-6.447454761,0.470029689
24.03,14.53392726,-6.315171938,0.493732395
24.04,14.59135242,-6.182041575,0.518828558
24.05,14.64718381,-6.048077813,0.545404526
24.06,14.70139792,-5.913295055,0.573551889
24.07,14.75397043,-5.77770797,0.603367755
24.08,14.80487619,-5.641331507,0.634955036
24.09,14.85408911,-5.504180899,0.668422739
24.1,14.90158217,-5.366271676,0.703886265
24.11,14.94732729,-5.227619673,0.741467707
24.12,14.9912953,-5.088241048,0.781296158
24.13,15.03345587,-4.948152283,0.823508013
24.14,15.07377745,-4.807370207,0.868247277
24.15,15.11222715,-4.665912003,0.915665861
24.16,15.14877071,-4.523795226,0.965923874
24.17,15.18337242,-4.381037815,1.019189902
24.18,15.21599498,-4.237658111,1.075641276
24.19,15.2465995,-4.093674872,1.135464311
24.2,15.27514536,-3.949107293,1.198854524
24.21,15.30159011,-3.803975021,1.266016822
24.22,15.32588942,-3.658298178,1.337165639
24.23,15.34799698,-3.512097381,1.412525036
24.24,15.36786438,-3.36539376,1.49232874
24.25,15.38544105,-3.218208983,1.576820109
24.26,15.40067416,-3.07056528,1.66625203
24.27,15.41350852,-2.922485465,1.760886714
24.28,15.42388652,-2.773992964,1.860995399
24.29,15.431748,-2.625111836,1.966857918
24.3,15.43703024,-2.475866805,2.078762149
24.31,15.43966784,-2.326283287,2.197003299
24.32,15.43959268,-2.176387415,2.321883024
24.33,15.43673383,-2.026206071,2.45370836
24.34,15.43101758,-1.875766915,2.592790442
24.35,15.42236736,-1.725098413,2.739442988
24.36,15.41070374,-1.574229871,2.893980537
24.37,15.39594446,-1.423191462,3.056716407
24.38,15.37800442,-1.272014257,3.227960362
24.39,15.35679581,-1.120730254,3.408015948
24.4,15.33222811,-0.969372409,3.597177507
24.41,15.30420828,-0.817974661,3.795726821
24.42,15.27264087,-0.666571963,4.003929384
24.43,15.23742824,-0.515200302,4.222030295
24.44,15.19847077,-0.363896727,4.450249744
24.45,15.15566717,-0.212699364,4.68877811
24.46,15.1089148,-0.061647439,4.937770655
24.47,15.05811006,0.089218711,5.19734184
24.48,15.00314885,0.239857631,5.467559276
24.49,14.94392708,0.390226738,5.748437342
24.5,14.88034122,0.540282324,6.039930518
24.51,14.812289,0.689979565,6.341926489
24.52,14.73967005,0.83927253,6.654239087
24.53,14.66238676,0.988114207,6.976601175
24.54,14.58034508,1.136456528,7.308657561
24.55,14.49345548,1.284250409,7.649958082
24.56,14.40163392,1.4314458,7.999950996
